Comment,Designator,Footprint,LCSC
Conn_01x12_Socket,"J1,J4,J6",FPC-SMD_FPC05012-09200-.5mm-rev,C479750
1N4148,"D1,D2,D3",D_SOD-123-rotated,C8598
